Date,Price
2022-04-18,0.401
2022-04-19,0.42
2022-04-20,0.413
2022-04-21,0.397
2022-04-22,0.405
2022-04-23,0.428
2022-04-24,0.434
2022-04-25,0.427
2022-04-26,0.408
2022-04-27,0.396
2022-04-28,0.407
2022-04-29,0.402
2022-04-30,0.421
2022-05-01,0.407
2022-05-02,0.401
2022-05-03,0.391
2022-05-04,0.376
2022-05-05,0.379
2022-05-06,0.386
2022-05-07,0.381
2022-05-08,0.371
2022-05-09,0.381
2022-05-10,0.373
2022-05-11,0.35
2022-05-12,0.379
2022-05-13,0.378
2022-05-14,0.364
2022-05-15,0.367
2022-05-16,0.364
2022-05-17,0.376
2022-05-18,0.384
2022-05-19,0.355
2022-05-20,0.366
2022-05-21,0.358
2022-05-22,0.351
2022-05-23,0.352
2022-05-24,0.373
2022-05-25,0.372
2022-05-26,0.369
2022-05-27,0.38
2022-05-28,0.387
2022-05-29,0.376
2022-05-30,0.382
2022-05-31,0.39
2022-06-01,0.407
2022-06-02,0.401
2022-06-03,0.376
2022-06-04,0.378
2022-06-05,0.391
2022-06-06,0.377
2022-06-07,0.393
2022-06-08,0.386
2022-06-09,0.384
2022-06-10,0.388
2022-06-11,0.39
2022-06-12,0.415
2022-06-13,0.392
2022-06-14,0.412
2022-06-15,0.405
2022-06-16,0.408
2022-06-17,0.387
2022-06-18,0.394
2022-06-19,0.396
2022-06-20,0.366
2022-06-21,0.372
2022-06-22,0.364
2022-06-23,0.361
2022-06-24,0.363
2022-06-25,0.359
2022-06-26,0.357
2022-06-27,0.345
2022-06-28,0.362
2022-06-29,0.357
2022-06-30,0.369
2022-07-01,0.375
2022-07-02,0.401
2022-07-03,0.409
2022-07-04,0.395
2022-07-05,0.387
2022-07-06,0.389
2022-07-07,0.412
2022-07-08,0.409
2022-07-09,0.408
2022-07-10,0.409
2022-07-11,0.429
2022-07-12,0.444
2022-07-13,0.466
2022-07-14,0.454
2022-07-15,0.456
2022-07-16,0.453
2022-07-17,0.466
2022-07-18,0.471
2022-07-19,0.477
2022-07-20,0.488
2022-07-21,0.465
2022-07-22,0.485
2022-07-23,0.536
2022-07-24,0.538
2022-07-25,0.553
2022-07-26,0.574
2022-07-27,0.578
2022-07-28,0.62
2022-07-29,0.641
2022-07-30,0.678
2022-07-31,0.684
2022-08-01,0.628
2022-08-02,0.603
2022-08-03,0.603
2022-08-04,0.606
2022-08-05,0.605
2022-08-06,0.601
2022-08-07,0.591
2022-08-08,0.599
2022-08-09,0.6
2022-08-10,0.583
2022-08-11,0.592
2022-08-12,0.59
2022-08-13,0.588
2022-08-14,0.571
2022-08-15,0.579
2022-08-16,0.568
2022-08-17,0.559
2022-08-18,0.575
2022-08-19,0.544
2022-08-20,0.551
2022-08-21,0.546
2022-08-22,0.552
2022-08-23,0.548
2022-08-24,0.548
2022-08-25,0.544
2022-08-26,0.547
2022-08-27,0.543
2022-08-28,0.539
2022-08-29,0.535
2022-08-30,0.536
2022-08-31,0.556
2022-09-01,0.548
2022-09-02,0.53
